sleepyline.cause,sleepyline
java/util/concurrent/atomic/AtomicReferenceArray.get(I)Ljava/lang/Object;,com/google/common/collect/MapMakerInternalMap$Segment:expand:2524
java/util/concurrent/Future.get()Ljava/lang/Object;,com/google/common/util/concurrent/Uninterruptibles:getUninterruptibly:135
java/util/concurrent/locks/Lock.lock()V,org/gradle/cache/internal/DefaultCacheAccess:takeOwnership:206
java/util/concurrent/atomic/AtomicReferenceArray.set(ILjava/lang/Object;)V,com/google/common/collect/MapMakerInternalMap$Segment:expand:2504
java/util/concurrent/atomic/AtomicReferenceArray.get(I)Ljava/lang/Object;,com/google/common/collect/MapMakerInternalMap$Segment:expand:2525
java/lang/Thread.currentThread()Ljava/lang/Thread;,org/codehaus/groovy/util/LockableObject:lock:33
java/lang/Thread.currentThread()Ljava/lang/Thread;,org/gradle/cache/internal/DefaultCacheAccess:close:156
java/util/concurrent/locks/Lock.unlock()V,org/gradle/cache/internal/DefaultCacheAccess:useCache:200
java/lang/Thread.currentThread()Ljava/lang/Thread;,org/gradle/api/internal/AbstractTask$ClosureTaskAction:execute:512
java/lang/Thread.setContextClassLoader(Ljava/lang/ClassLoader;)V,org/gradle/api/internal/AbstractTask$ClosureTaskAction:execute:512
java/util/concurrent/atomic/AtomicReferenceArray.set(ILjava/lang/Object;)V,com/google/common/collect/MapMakerInternalMap$Segment:put:2456
java/lang/Thread.currentThread()Ljava/lang/Thread;,org/gradle/api/internal/artifacts/ivyservice/resolveengine/store/ResolutionResultsStoreFactory$1:nextBinaryStore:80
java/lang/Thread.getId()J,org/gradle/api/internal/artifacts/ivyservice/resolveengine/store/ResolutionResultsStoreFactory$1:nextBinaryStore:80
java/util/concurrent/locks/Lock.lock()V,org/gradle/cache/internal/DefaultCacheFactory$DirCacheReference:release:133
java/util/concurrent/locks/Lock.lock()V,org/gradle/cache/internal/DefaultCacheFactory:openStore:58
java/lang/Thread.currentThread()Ljava/lang/Thread;,org/gradle/tooling/internal/consumer/connection/LazyConnection:onEndAction:130
java/util/concurrent/locks/Condition.signalAll()V,org/gradle/tooling/internal/consumer/connection/LazyConnection:onEndAction:130
java/util/concurrent/locks/Lock.unlock()V,org/gradle/cache/internal/DefaultCacheAccess:releaseOwnership:231
java/lang/Runnable.run()V,org/gradle/internal/concurrent/Synchronizer:synchronize:40
java/lang/Thread.currentThread()Ljava/lang/Thread;,org/gradle/cache/internal/DefaultCacheAccess:takeOwnership:214
java/util/concurrent/atomic/AtomicReference.get()Ljava/lang/Object;,org/gradle/internal/jvm/Jvm:current:47
java/lang/System.currentTimeMillis()J,ch/qos/logback/classic/spi/LoggingEvent:<init>:133
java/util/concurrent/atomic/AtomicReferenceArray.get(I)Ljava/lang/Object;,com/google/common/collect/MapMakerInternalMap$Segment:getFirst:2299
java/util/concurrent/atomic/AtomicReferenceArray.length()I,com/google/common/collect/MapMakerInternalMap$Segment:getFirst:2299
java/util/concurrent/atomic/AtomicLong.get()J,org/gradle/api/internal/artifacts/ivyservice/resolveengine/store/CachedStoreFactory:close:50
java/util/concurrent/CopyOnWriteArrayList.clear()V,ch/qos/logback/core/spi/AppenderAttachableImpl:detachAndStopAllAppenders:106
java/util/concurrent/atomic/AtomicReferenceArray.set(ILjava/lang/Object;)V,com/google/common/collect/MapMakerInternalMap$Segment:expand:2520
java/lang/System.currentTimeMillis()J,org/gradle/util/BuildCommencedTimeProvider:<init>:19
java/util/concurrent/locks/Lock.lock()V,org/gradle/api/internal/AbstractClassGenerator:generate:49
java/util/concurrent/locks/Lock.lock()V,org/gradle/cache/internal/DefaultCacheAccess:useCache:189
java/util/concurrent/locks/Lock.lock()V,org/gradle/api/internal/artifacts/ivyservice/DefaultIvyContextManager:releaseIvy:95
java/util/concurrent/atomic/AtomicReferenceArray.length()I,com/google/common/collect/MapMakerInternalMap$Segment:put:2412
java/lang/Thread.currentThread()Ljava/lang/Thread;,org/gradle/groovy/scripts/internal/DefaultScriptRunnerFactory$ScriptRunnerImpl:run:46
java/lang/Thread.getContextClassLoader()Ljava/lang/ClassLoader;,org/gradle/groovy/scripts/internal/DefaultScriptRunnerFactory$ScriptRunnerImpl:run:46
java/util/concurrent/atomic/AtomicInteger.set(I)V,com/google/common/cache/LocalCache$Segment:runLockedCleanup:3399
java/util/concurrent/locks/Lock.unlock()V,org/gradle/api/internal/artifacts/ivyservice/DefaultIvyContextManager:getIvy:85
java/util/concurrent/locks/Lock.unlock()V,org/gradle/cache/internal/DefaultCacheAccess:releaseOwnership:230
java/util/concurrent/locks/Lock.unlock()V,org/gradle/cache/internal/DefaultCacheAccess:close:170
java/lang/System.currentTimeMillis()J,org/gradle/internal/TrueTimeProvider:getCurrentTime:23
java/util/concurrent/atomic/AtomicReferenceArray.get(I)Ljava/lang/Object;,com/google/common/collect/MapMakerInternalMap$Segment:expand:2496
java/lang/Thread.currentThread()Ljava/lang/Thread;,org/gradle/cache/internal/DefaultCacheAccess:takeOwnership:208
java/util/concurrent/atomic/AtomicReferenceArray.set(ILjava/lang/Object;)V,com/google/common/collect/MapMakerInternalMap$Segment:expand:2527
java/lang/Thread.setContextClassLoader(Ljava/lang/ClassLoader;)V,org/gradle/groovy/scripts/internal/DefaultScriptRunnerFactory$ScriptRunnerImpl:run:50
java/lang/Thread.currentThread()Ljava/lang/Thread;,org/gradle/groovy/scripts/internal/DefaultScriptRunnerFactory$ScriptRunnerImpl:run:50
java/util/concurrent/ConcurrentMap.putIfAbsent(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;,org/gradle/internal/classloader/CachingClassLoader:loadClass:44
java/util/concurrent/atomic/AtomicReferenceArray.length()I,com/google/common/cache/LocalCache$Segment:initTable:2071
java/util/concurrent/atomic/AtomicReferenceArray.length()I,com/google/common/collect/MapMakerInternalMap$Segment:initTable:2023
java/lang/Thread.getContextClassLoader()Ljava/lang/ClassLoader;,org/gradle/groovy/scripts/internal/DefaultScriptRunnerFactory$ScriptRunnerImpl:run:47
java/lang/Thread.currentThread()Ljava/lang/Thread;,org/gradle/groovy/scripts/internal/DefaultScriptRunnerFactory$ScriptRunnerImpl:run:47
java/util/concurrent/locks/Lock.unlock()V,org/gradle/cache/internal/DefaultCacheAccess:useCache:199
java/util/concurrent/ConcurrentMap.putIfAbsent(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;,org/gradle/internal/classloader/CachingClassLoader:loadClass:43
java/lang/Thread.currentThread()Ljava/lang/Thread;,org/codehaus/groovy/util/LockableObject:tryRelease:59
java/util/concurrent/locks/Lock.unlock()V,org/gradle/api/internal/artifacts/ivyservice/DefaultIvyContextManager:releaseIvy:101
java/lang/Thread.currentThread()Ljava/lang/Thread;,org/gradle/cache/internal/DefaultCacheAccess:takeOwnership:215
java/util/concurrent/atomic/AtomicReferenceArray.length()I,com/google/common/cache/LocalCache$Segment:initTable:2072
java/util/concurrent/atomic/AtomicLong.incrementAndGet()J,org/gradle/internal/progress/OperationsHierarchy:start:39
java/util/concurrent/atomic/AtomicInteger.set(I)V,com/google/common/collect/MapMakerInternalMap$Segment:runLockedCleanup:2986
java/util/concurrent/atomic/AtomicReferenceArray.length()I,com/google/common/collect/MapMakerInternalMap$Segment:initTable:2024
java/util/concurrent/atomic/AtomicInteger.set(I)V,com/google/common/cache/LocalCache$Segment:runLockedCleanup:3400
java/nio/channels/FileLock.isShared()Z,org/gradle/cache/internal/DefaultFileLockManager$DefaultFileLock:<init>:134
java/util/concurrent/locks/Lock.unlock()V,org/gradle/api/internal/AbstractClassGenerator:generate:52
java/lang/Thread.currentThread()Ljava/lang/Thread;,org/gradle/cache/internal/cacheops/CacheAccessOperationsStack:getStackForCurrentThread:61
java/util/concurrent/atomic/AtomicInteger.set(I)V,com/google/common/collect/MapMakerInternalMap$Segment:runLockedCleanup:2985
java/util/concurrent/atomic/AtomicReference.set(Ljava/lang/Object;)V,org/gradle/tooling/internal/provider/BuildModelAction$1:execute:66
java/util/concurrent/locks/Lock.unlock()V,org/gradle/cache/internal/DefaultCacheFactory:open:53
java/lang/Thread.currentThread()Ljava/lang/Thread;,org/gradle/cache/internal/cacheops/CacheAccessOperationsStack:isInCacheAction:41
java/util/concurrent/atomic/AtomicReference.get()Ljava/lang/Object;,org/gradle/internal/jvm/Jvm:current:48
java/util/concurrent/Executors.newCachedThreadPool(Ljava/util/concurrent/ThreadFactory;)Ljava/util/concurrent/ExecutorService;,org/gradle/internal/concurrent/DefaultExecutorFactory:createExecutor:48
java/lang/System.currentTimeMillis()J,org/gradle/execution/taskgraph/AbstractTaskPlanExecutor$TaskExecutorWorker:run:52
java/lang/Thread.currentThread()Ljava/lang/Thread;,org/codehaus/groovy/util/LockableObject:tryRelease:60
java/util/concurrent/atomic/AtomicLong.incrementAndGet()J,org/gradle/internal/progress/OperationsHierarchy:start:38
java/util/concurrent/locks/Lock.unlock()V,org/gradle/cache/internal/DefaultCacheAccess:newCache:331
java/util/concurrent/locks/Lock.unlock()V,org/gradle/api/internal/AbstractClassGenerator:generate:51
java/util/concurrent/locks/Lock.lock()V,org/gradle/cache/internal/DefaultCacheFactory:open:49
java/util/concurrent/locks/Lock.unlock()V,org/gradle/internal/concurrent/Synchronizer:synchronize:34
java/util/concurrent/ConcurrentMap.putIfAbsent(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;,org/gradle/internal/classloader/CachingClassLoader:loadClass:47
java/lang/Thread.currentThread()Ljava/lang/Thread;,org/gradle/cache/internal/cacheops/CacheAccessOperationsStack:isInCacheAction:40
java/util/concurrent/atomic/AtomicReferenceArray.set(ILjava/lang/Object;)V,com/google/common/collect/MapMakerInternalMap$Segment:expand:2528
java/util/concurrent/locks/Lock.lock()V,org/gradle/cache/internal/DefaultCacheAccess:open:74
java/util/concurrent/locks/Lock.lock()V,org/gradle/internal/featurelifecycle/ScriptUsageLocationReporter:beforeScript:37
java/util/concurrent/atomic/AtomicReferenceArray.get(I)Ljava/lang/Object;,com/google/common/collect/MapMakerInternalMap$Segment:put:2414
java/util/concurrent/locks/Condition.signalAll()V,org/gradle/execution/taskgraph/DefaultTaskExecutionPlan:taskComplete:429
java/lang/Runnable.run()V,org/gradle/api/internal/DefaultDomainObjectCollection:assertMutable:258
java/util/concurrent/locks/Lock.unlock()V,org/gradle/execution/taskgraph/DefaultTaskExecutionPlan:awaitCompletion:494
java/util/concurrent/locks/Lock.lock()V,org/gradle/cache/internal/DefaultCacheFactory:open:50
java/lang/Thread.currentThread()Ljava/lang/Thread;,org/gradle/api/internal/artifacts/ivyservice/resolveengine/store/ResolutionResultsStoreFactory$1:nextBinaryStore:79
java/lang/Thread.getId()J,org/gradle/api/internal/artifacts/ivyservice/resolveengine/store/ResolutionResultsStoreFactory$1:nextBinaryStore:79
java/util/concurrent/locks/Lock.unlock()V,org/gradle/cache/internal/locklistener/DefaultFileLockContentionHandler:start:103
java/util/concurrent/atomic/AtomicReferenceArray.set(ILjava/lang/Object;)V,com/google/common/collect/MapMakerInternalMap$Segment:expand:2519
java/util/concurrent/locks/Lock.unlock()V,org/gradle/cache/internal/locklistener/DefaultFileLockContentionHandler:start:104
java/util/concurrent/atomic/AtomicReferenceArray.length()I,com/google/common/collect/MapMakerInternalMap$Segment:put:2413
java/util/concurrent/atomic/AtomicReferenceArray.get(I)Ljava/lang/Object;,com/google/common/collect/MapMakerInternalMap$Segment:put:2413
java/util/concurrent/locks/Lock.lock()V,org/gradle/api/internal/AbstractClassGenerator:generate:48
java/lang/System.currentTimeMillis()J,org/gradle/execution/taskgraph/AbstractTaskPlanExecutor$TaskExecutorWorker:run:46
java/util/concurrent/atomic/AtomicReferenceArray.set(ILjava/lang/Object;)V,com/google/common/cache/LocalCache$Segment:put:2835
java/lang/Thread.setContextClassLoader(Ljava/lang/ClassLoader;)V,org/gradle/groovy/scripts/internal/DefaultScriptRunnerFactory$ScriptRunnerImpl:run:58
java/lang/Thread.currentThread()Ljava/lang/Thread;,org/gradle/groovy/scripts/internal/DefaultScriptRunnerFactory$ScriptRunnerImpl:run:58
java/util/concurrent/atomic/AtomicReferenceArray.set(ILjava/lang/Object;)V,com/google/common/collect/MapMakerInternalMap$Segment:put:2457
java/lang/Thread.setContextClassLoader(Ljava/lang/ClassLoader;)V,org/gradle/groovy/scripts/internal/DefaultScriptRunnerFactory$ScriptRunnerImpl:run:57
java/lang/Thread.currentThread()Ljava/lang/Thread;,org/gradle/groovy/scripts/internal/DefaultScriptRunnerFactory$ScriptRunnerImpl:run:57
java/util/concurrent/locks/Lock.unlock()V,org/gradle/cache/internal/DefaultCacheAccess:newCache:332
java/util/concurrent/atomic/AtomicReferenceArray.length()I,com/google/common/collect/MapMakerInternalMap$Segment:expand:2492
java/util/concurrent/atomic/AtomicLong.incrementAndGet()J,org/gradle/api/internal/artifacts/ivyservice/resolveengine/store/CachedStoreFactory$Stats:readFromDisk:63
java/util/concurrent/atomic/AtomicLong.addAndGet(J)J,org/gradle/api/internal/artifacts/ivyservice/resolveengine/store/CachedStoreFactory$Stats:readFromDisk:63
java/util/concurrent/locks/Lock.unlock()V,org/gradle/cache/internal/DefaultCacheAccess:takeOwnership:217
java/util/concurrent/locks/Lock.unlock()V,org/gradle/tooling/internal/consumer/connection/LazyConnection:onEndAction:132
java/util/concurrent/locks/Lock.unlock()V,org/gradle/execution/taskgraph/DefaultTaskExecutionPlan:clear:366
java/nio/channels/FileLock.isShared()Z,org/gradle/cache/internal/DefaultFileLockManager$DefaultFileLock:<init>:135
java/util/concurrent/locks/Lock.lock()V,org/gradle/cache/internal/DefaultCacheAccess:open:75
java/nio/channels/FileChannel.tryLock(JJZ)Ljava/nio/channels/FileLock;,org/gradle/cache/internal/filelock/LockStateAccess:tryLock:83
java/util/concurrent/atomic/AtomicLong.getAndIncrement()J,org/gradle/internal/id/LongIdGenerator:generateId:26
java/util/concurrent/locks/Lock.lock()V,org/gradle/cache/internal/DefaultCacheAccess:useCache:190
java/util/concurrent/CopyOnWriteArrayList.iterator()Ljava/util/Iterator;,ch/qos/logback/core/spi/AppenderAttachableImpl:detachAndStopAllAppenders:104
java/util/concurrent/atomic/AtomicReferenceArray.length()I,com/google/common/collect/MapMakerInternalMap$Segment:expand:2475
java/util/concurrent/locks/Lock.lock()V,org/gradle/cache/internal/DefaultCacheAccess:releaseOwnership:223
java/util/concurrent/locks/Lock.unlock()V,org/gradle/cache/internal/DefaultCacheAccess:close:171
java/util/concurrent/ConcurrentMap.putIfAbsent(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;,org/apache/log4j/Log4jLoggerFactory:getLogger:64
java/util/concurrent/atomic/AtomicReferenceArray.length()I,com/google/common/collect/MapMakerInternalMap$Segment:expand:2474
java/util/concurrent/locks/Lock.unlock()V,org/gradle/api/internal/artifacts/ivyservice/DefaultIvyContextManager:getIvy:84
java/lang/Thread.currentThread()Ljava/lang/Thread;,org/gradle/cache/internal/DefaultCacheAccess:takeOwnership:207
java/util/concurrent/locks/Lock.unlock()V,org/gradle/cache/internal/locklistener/DefaultFileLockContentionHandler:getCommunicator:161
java/util/concurrent/atomic/AtomicLong.get()J,org/gradle/api/internal/artifacts/ivyservice/resolveengine/store/CachedStoreFactory:close:51
java/util/concurrent/atomic/AtomicReferenceArray.set(ILjava/lang/Object;)V,com/google/common/collect/MapMakerInternalMap$Segment:expand:2505
java/nio/channels/FileLock.isShared()Z,org/gradle/cache/internal/DefaultFileLockManager$DefaultFileLock$2:stop:213
java/lang/Thread.currentThread()Ljava/lang/Thread;,org/gradle/api/internal/AbstractTask$ClosureTaskAction:execute:498
java/lang/Thread.setContextClassLoader(Ljava/lang/ClassLoader;)V,org/gradle/api/internal/AbstractTask$ClosureTaskAction:execute:498
java/util/concurrent/locks/Lock.lock()V,org/gradle/api/internal/artifacts/ivyservice/DefaultIvyContextManager:releaseIvy:94
java/lang/Thread.currentThread()Ljava/lang/Thread;,org/apache/commons/logging/LogFactory:directGetContextClassLoader:902
java/util/concurrent/ConcurrentMap.putIfAbsent(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;,org/gradle/internal/classloader/CachingClassLoader:loadClass:46
java/util/concurrent/ConcurrentHashMap.put(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;,org/apache/http/auth/AuthSchemeRegistry:register:80
java/util/concurrent/locks/Lock.lock()V,org/gradle/cache/internal/locklistener/DefaultFileLockContentionHandler:getCommunicator:153
java/util/concurrent/locks/Lock.lock()V,org/gradle/cache/internal/DefaultCacheAccess:takeOwnership:205
java/util/concurrent/Callable.call()Ljava/lang/Object;,org/gradle/api/internal/ConventionAwareHelper$2:getValue:84
java/lang/Thread.currentThread()Ljava/lang/Thread;,org/gradle/cache/internal/cacheops/CacheAccessOperationsStack:getStackForCurrentThread:62
java/io/OutputStream.close()V,com/esotericsoftware/kryo/io/Output:close:168
java/util/concurrent/atomic/AtomicInteger.incrementAndGet()I,org/codehaus/groovy/util/ReferenceManager$2:afterReferenceCreation:118
java/util/concurrent/atomic/AtomicLong.getAndIncrement()J,org/gradle/internal/id/LongIdGenerator:generateId:25
java/util/concurrent/locks/Lock.lock()V,org/gradle/util/SingleMessageLogger:useLocationReporter:84
java/util/concurrent/locks/Lock.lock()V,org/gradle/cache/internal/DefaultCacheAccess:releaseOwnership:222
java/util/concurrent/atomic/AtomicReferenceArray.length()I,com/google/common/collect/MapMakerInternalMap$Segment:expand:2491
java/lang/Runnable.run()V,org/gradle/internal/Factories$1:create:22
java/lang/System.currentTimeMillis()J,org/gradle/internal/TrueTimeProvider:getCurrentTime:22
java/lang/Runnable.run()V,org/gradle/internal/concurrent/DefaultExecutorFactory$StoppableExecutorImpl$1:run:67
java/nio/channels/FileLock.isShared()Z,org/gradle/cache/internal/DefaultFileLockManager$DefaultFileLock:lock:264
java/util/concurrent/ExecutorService.execute(Ljava/lang/Runnable;)V,org/gradle/internal/concurrent/DefaultExecutorFactory$StoppableExecutorImpl:execute:60
java/util/concurrent/locks/Lock.unlock()V,org/gradle/cache/internal/DefaultCacheFactory:open:54
java/util/concurrent/ConcurrentHashMap.put(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;,org/apache/http/auth/AuthSchemeRegistry:register:79
